Update Time,Jurisdiction,Route,MRM,Description,Label
"01/29/2025 09:03 AM ET","Westmoreland (County)","VA-3E",78.82,"On VA-3 East in the County of Westmoreland, in the vicinity of Porter Ln; Rt. 656N/S (Westmoreland County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"01/29/2025 07:54 AM ET","Dinwiddie (County)","Rt. 604S (Dinwiddie County)",6.56,"On Rt. 604 in the County of Dinwiddie, in the vicinity of Carson Dr; Rt. 677E/W (Dinwiddie County), motorists can expect delays due to a vehicle crash. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"01/29/2025 07:51 AM ET","Arlington (County)","On I-395R Express Lanes at mile marker 10","","On I-395R Express Lanes at mile marker 10 in the County of Arlington, motorists can expect major delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"01/29/2025 08:54 AM ET","Roanoke (County)","VA-320N",0,"On VA-320 in the County of Roanoke, in the vicinity of Catawba Creek Rd; Catawba Valley Dr; Keffer Rd; Rt. 779E/W (Roanoke County), motorists can expect delays due to an incident. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Other Traffic"
"01/29/2025 08:21 AM ET","Roanoke (County)","Rt. 692N (Roanoke County)",0,"On Rt. 692 in the County of Roanoke, in the vicinity of Bent Mountain Rd; US-221N/S, motorists can expect delays due to a brush fire. All north lanes are closed. All south lanes are closed.","Major Incident - Disaster (Natural/Man-Made) - Brush Fire"
"01/29/2025 08:53 AM ET","Wise (County)","Rt. 893E (Wise County)",0.15,"On Rt. 893 East in the County of Wise, in the vicinity of Dan Hall Rd; Rt. 761E/W (Wise County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"01/29/2025 08:16 AM ET","Portsmouth (City)","I-264E",6.8,"On I-264 East in the City of Portsmouth, at Downtown Tunnel East, motorists can expect major delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"01/29/2025 09:07 AM ET","Chesapeake (City)","I-64W",289.74,"On I-64 at mile marker 289.7 in the City of Chesapeake, near Greenbrier Parkway, motorists can expect delays due to a vehicle crash. The west left lane is closed. The west express lane is closed.","Major Incident - Traffic - Vehicle Crash"
"01/29/2025 09:13 AM ET","Richmond (City)","I-95N",69.6,"On I-95 at mile marker 69.6 in the City of Richmond, motorists can expect delays due to a vehicle crash. The north exit 69 narrows.","Minor Incident - Traffic - Vehicle Crash"
"01/29/2025 07:50 AM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"01/29/2025 05:31 AM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"01/29/2025 09:12 AM ET","Richmond (City)","I-195N",2.8,"On I-195 at mile marker 2.8 in the City of Richmond, motorists can expect delays due to an incident. The north exit ramp narrows. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Other Traffic"
"01/29/2025 09:02 AM ET","Fairfax (County)","US-1N",184,"On US-1 in the County of Fairfax, in the vicinity of Rt. 618N/S (Fairfax County), motorists can expect delays due to a vehicle crash. The north right lane is closed.","Major Incident - Traffic - Vehicle Crash"
"01/28/2025 11:40 PM ET","Fauquier (County)","I-66E",20.4,"On I-66 East at mile marker 20.4 in the County of Fauquier, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"01/29/2025 09:11 AM ET","Fairfax (County)","I-495S",47.3,"On I-495 South at mile marker 47.3 in the County of Fairfax, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"01/29/2025 09:11 AM ET","Norfolk (City)","I-64W",286.2,"On I-64 at mile marker 286.2 in the City of Norfolk, near Twin Bridges, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"01/29/2025 05:31 AM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
